clientes_idclientes,producto_idproducto,tipo_entrega,estatus,fecha_registro
78,629,piso,lista,2019-08-21 10:59
95,78,domicilio,en curso,2019-01-17 12:16
58,823,piso,lista,2020-06-08 3:49
74,723,domicilio,lista,2019-04-07 1:18
17,721,piso,en curso,2020-02-01 9:38
26,87,domicilio,en curso,2021-12-31 11:05
10,261,piso,lista,2019-05-21 2:27
97,524,domicilio,en curso,2021-10-07 6:32
51,421,piso,en curso,2021-01-24 9:23
33,988,domicilio,en curso,2019-10-20 2:34
96,63,piso,en curso,2020-05-23 6:29
45,601,domicilio,en curso,2019-11-20 6:59
66,554,piso,en curso,2021-06-10 5:18
97,137,piso,lista,2020-10-12 5:10
5,102,domicilio,lista,2020-10-10 1:54
41,460,domicilio,en curso,2019-09-04 8:56
97,424,piso,en curso,2019-10-19 9:33
18,589,domicilio,lista,2019-03-26 7:40
3,289,domicilio,en curso,2019-02-07 6:24
75,946,piso,lista,2019-07-12 5:40
76,420,domicilio,lista,2020-03-04 4:40
88,959,piso,lista,2021-04-22 4:19
95,893,piso,en curso,2019-04-30 2:57
55,566,piso,en curso,2021-04-27 3:16
92,402,domicilio,en curso,2019-01-30 12:31
1,292,domicilio,lista,2021-05-28 12:47
17,609,piso,lista,2019-04-13 2:22
53,391,piso,en curso,2019-04-28 5:08
5,954,domicilio,lista,2019-10-04 2:35
90,182,piso,en curso,2019-03-17 12:54
80,53,piso,en curso,2019-02-04 6:02
49,461,piso,lista,2019-01-09 5:53
20,563,domicilio,en curso,2019-12-25 10:19
29,898,domicilio,lista,2019-04-16 5:22
16,830,piso,en curso,2020-01-27 2:03
50,213,piso,lista,2019-03-05 12:16
92,561,piso,lista,2021-08-07 1:00
35,430,domicilio,en curso,2021-08-14 5:00
100,815,domicilio,lista,2021-07-27 10:22
86,830,piso,lista,2021-03-12 4:47
28,929,piso,en curso,2020-12-22 3:16
90,992,piso,lista,2020-11-29 3:06
81,117,piso,lista,2019-08-17 10:50
58,109,domicilio,lista,2019-10-20 1:22
36,357,domicilio,lista,2019-04-09 2:51
17,624,piso,lista,2019-11-07 1:31
72,772,domicilio,en curso,2020-07-12 8:10
69,186,domicilio,lista,2020-02-29 3:59
16,69,domicilio,lista,2021-02-27 10:20
62,8,domicilio,en curso,2021-06-26 6:37
35,584,domicilio,en curso,2019-11-28 2:10
67,232,domicilio,en curso,2020-08-16 4:15
77,157,piso,lista,2020-12-17 2:11
18,430,piso,lista,2019-03-27 9:26
28,14,domicilio,en curso,2021-02-02 9:05
9,184,piso,lista,2021-01-04 10:42
56,299,piso,lista,2020-10-26 8:49
23,313,domicilio,en curso,2020-04-24 12:06
15,467,domicilio,lista,2019-08-05 8:08
84,265,piso,en curso,2021-06-07 1:23
4,436,domicilio,en curso,2020-07-04 2:09
56,253,domicilio,en curso,2019-07-30 12:46
74,724,piso,en curso,2021-08-03 5:19
53,620,piso,en curso,2020-01-05 2:35
30,528,domicilio,lista,2019-08-21 12:20
58,487,piso,lista,2019-11-30 10:49
25,444,domicilio,lista,2020-12-08 9:11
72,257,domicilio,en curso,2019-03-19 1:56
26,975,domicilio,lista,2020-11-22 8:30
97,69,piso,lista,2020-03-23 2:59
87,147,domicilio,lista,2020-12-06 8:07
7,570,domicilio,en curso,2019-07-14 8:32
32,191,piso,lista,2019-07-19 1:00
8,922,domicilio,en curso,2019-08-31 1:25
85,557,piso,en curso,2019-09-17 7:23
9,548,domicilio,lista,2020-01-21 5:49
51,631,domicilio,lista,2020-05-20 5:49
26,582,domicilio,lista,2021-12-24 2:08
41,171,piso,en curso,2021-11-22 1:20
10,181,domicilio,en curso,2020-02-26 1:59
39,933,domicilio,lista,2020-10-29 5:56
58,747,domicilio,lista,2020-06-16 6:27
57,903,piso,en curso,2019-10-05 7:42
84,864,piso,en curso,2021-06-17 9:25
3,896,domicilio,lista,2019-09-10 1:18
21,4,domicilio,lista,2020-08-03 11:33
75,538,piso,en curso,2019-09-15 8:40
90,73,piso,lista,2019-06-20 1:49
85,200,domicilio,lista,2020-06-10 8:53
22,643,domicilio,lista,2019-09-03 5:36
15,382,domicilio,en curso,2020-09-28 10:35
92,851,domicilio,lista,2020-07-25 12:06
18,559,domicilio,en curso,2021-10-24 10:44
60,92,domicilio,en curso,2020-03-28 9:36
60,655,piso,en curso,2019-12-20 6:04
83,613,domicilio,en curso,2019-07-13 6:55
98,636,piso,en curso,2019-07-08 3:28
45,799,domicilio,en curso,2020-11-18 7:02
67,684,piso,lista,2019-11-09 9:21
84,231,domicilio,lista,2021-12-20 1:15
19,380,piso,lista,2021-04-29 4:06
27,347,piso,lista,2020-10-18 2:26
81,974,domicilio,en curso,2021-04-07 2:21
11,810,piso,lista,2019-10-03 7:24
40,627,domicilio,lista,2021-08-19 5:30
2,739,piso,en curso,2019-08-02 2:55
38,17,domicilio,lista,2020-01-11 5:50
90,317,piso,en curso,2021-07-17 3:37
55,646,domicilio,en curso,2021-11-29 12:21
61,892,domicilio,lista,2019-02-09 2:19
34,529,domicilio,en curso,2021-10-24 6:30
22,173,piso,lista,2020-04-28 10:14
46,868,domicilio,en curso,2020-03-09 5:23
48,790,domicilio,lista,2019-12-26 12:02
65,515,domicilio,en curso,2019-07-14 9:21
79,469,domicilio,lista,2021-05-01 1:51
9,425,piso,en curso,2020-01-27 2:22
39,858,piso,en curso,2019-12-23 1:22
62,977,piso,lista,2019-05-19 10:27
30,628,domicilio,lista,2021-11-19 12:47
10,649,domicilio,lista,2020-03-05 9:09
83,116,piso,en curso,2021-06-25 11:36
81,578,piso,en curso,2020-01-21 1:13
67,673,domicilio,en curso,2021-08-21 7:01
13,116,domicilio,en curso,2020-03-05 8:31
35,433,piso,en curso,2021-09-25 4:46
85,928,piso,lista,2020-03-20 9:36
57,495,domicilio,en curso,2020-10-06 1:05
93,470,domicilio,lista,2020-04-05 4:12
39,955,domicilio,en curso,2020-01-08 10:15
30,874,piso,lista,2019-02-14 4:44
69,276,domicilio,lista,2019-01-04 3:53
37,742,piso,en curso,2020-01-16 12:49
45,554,piso,en curso,2019-08-11 3:39
6,548,piso,en curso,2019-12-11 5:05
48,987,domicilio,en curso,2019-10-06 12:01
45,171,piso,lista,2021-08-24 2:20
53,264,domicilio,lista,2021-04-08 1:47
71,164,domicilio,lista,2021-03-28 9:12
69,705,piso,en curso,2021-08-06 7:29
70,749,piso,en curso,2021-07-28 5:27
37,63,domicilio,lista,2019-06-04 9:34
16,859,domicilio,en curso,2021-04-14 10:02
94,920,piso,lista,2020-07-29 2:57
43,821,piso,en curso,2021-08-26 5:46
60,63,piso,en curso,2020-11-09 7:55
52,872,domicilio,lista,2019-10-26 5:06
53,747,piso,lista,2020-01-11 12:52
20,108,piso,lista,2020-02-24 10:11
14,121,piso,en curso,2019-09-25 3:48
24,170,domicilio,lista,2021-07-17 3:33
13,747,piso,en curso,2020-09-29 8:51
33,483,domicilio,en curso,2020-04-23 6:10
52,800,piso,en curso,2019-01-27 12:33
18,224,piso,lista,2020-01-27 8:43
19,414,domicilio,lista,2019-11-07 6:50
21,977,domicilio,en curso,2021-11-25 12:49
12,516,piso,en curso,2021-12-10 11:41
2,301,piso,en curso,2020-09-16 5:00
10,8,piso,en curso,2019-06-17 1:19
70,321,piso,en curso,2021-03-10 12:05
61,823,domicilio,lista,2019-05-06 3:30
61,370,piso,en curso,2021-03-24 7:48
58,320,domicilio,lista,2019-06-18 8:11
70,977,piso,en curso,2019-12-09 2:11
34,360,domicilio,lista,2020-05-19 3:49
36,976,piso,lista,2020-02-25 10:22
58,400,domicilio,en curso,2020-09-09 7:41
50,64,domicilio,lista,2020-09-10 4:16
60,175,piso,lista,2020-08-18 10:16
91,589,domicilio,en curso,2019-11-03 4:54
94,609,piso,en curso,2021-04-12 6:51
6,913,domicilio,en curso,2020-11-18 10:27
18,756,domicilio,en curso,2021-12-30 6:15
78,25,domicilio,en curso,2020-09-12 3:21
32,10,domicilio,lista,2020-11-22 3:27
86,39,piso,lista,2019-01-06 5:23
47,660,domicilio,lista,2019-11-05 7:51
35,629,domicilio,en curso,2021-09-18 8:04
80,472,piso,en curso,2020-01-30 8:06
83,233,domicilio,lista,2020-10-09 2:43
52,649,piso,lista,2021-04-06 4:40
39,372,domicilio,en curso,2020-02-23 2:56
29,784,domicilio,lista,2020-01-26 6:07
12,975,domicilio,lista,2019-07-18 11:39
50,191,piso,en curso,2021-12-03 2:07
17,954,domicilio,lista,2020-08-06 2:25
24,433,domicilio,en curso,2019-08-16 6:30
94,472,piso,en curso,2019-06-28 7:51
52,737,domicilio,lista,2020-01-03 8:58
91,575,domicilio,en curso,2020-12-27 9:42
53,202,domicilio,lista,2021-05-30 3:39
26,879,piso,en curso,2020-11-18 2:26
8,741,domicilio,en curso,2021-08-26 12:09
76,68,piso,lista,2021-06-21 9:03
52,997,domicilio,lista,2020-09-03 8:16
86,334,domicilio,en curso,2019-10-11 4:45
75,970,piso,lista,2021-05-19 9:32
57,158,piso,en curso,2021-04-16 10:48
74,525,piso,en curso,2019-09-14 8:16
84,992,piso,lista,2021-01-11 1:30
98,570,domicilio,en curso,2021-02-13 1:43
22,981,domicilio,en curso,2020-08-13 2:58
7,630,domicilio,lista,2021-06-12 1:38
75,199,domicilio,lista,2020-09-19 11:40
26,128,piso,en curso,2020-07-23 12:02
45,154,domicilio,lista,2020-04-26 1:52
97,539,piso,en curso,2019-11-25 7:36
37,619,domicilio,en curso,2020-07-29 3:35
54,152,domicilio,lista,2021-05-02 7:16
99,380,piso,lista,2020-04-20 10:47
25,706,domicilio,en curso,2020-10-08 5:39
47,310,piso,en curso,2020-10-15 8:23
65,700,domicilio,lista,2019-03-31 6:25
78,307,domicilio,en curso,2021-04-09 12:14
40,39,domicilio,lista,2020-11-14 10:54
20,507,piso,lista,2019-12-19 9:29
38,562,domicilio,en curso,2020-10-12 4:32
86,243,domicilio,en curso,2021-09-07 7:10
46,931,domicilio,en curso,2021-09-28 6:39
85,358,domicilio,en curso,2020-07-18 7:17
64,205,piso,en curso,2021-05-31 3:15
55,628,piso,lista,2021-05-09 2:57
52,550,domicilio,lista,2021-04-05 10:45
99,958,piso,lista,2019-12-26 10:46
5,804,piso,lista,2021-10-19 4:18
60,47,domicilio,en curso,2020-05-16 1:14
34,940,piso,lista,2021-08-16 11:38
26,203,domicilio,en curso,2020-05-02 1:27
25,319,domicilio,en curso,2019-03-03 10:13
59,439,domicilio,en curso,2021-10-20 4:04
6,772,domicilio,lista,2019-05-20 8:20
7,640,domicilio,en curso,2021-09-24 7:48
17,142,piso,lista,2019-10-03 5:22
5,749,domicilio,lista,2019-09-13 6:57
99,463,domicilio,lista,2021-07-26 8:43
56,871,piso,lista,2021-06-15 3:28
34,236,domicilio,lista,2020-01-09 4:19
27,579,domicilio,lista,2020-07-06 8:21
87,249,domicilio,en curso,2019-10-07 5:26
26,23,piso,lista,2020-08-27 7:11
61,201,domicilio,en curso,2019-08-11 5:11
15,32,piso,lista,2021-09-07 10:08
35,497,piso,lista,2019-01-28 1:48
21,923,piso,en curso,2019-10-20 6:33
52,815,domicilio,lista,2019-05-15 5:48
78,782,piso,lista,2020-09-19 10:40
33,222,piso,en curso,2021-02-15 1:54
75,185,domicilio,lista,2019-03-01 10:45
72,973,piso,lista,2021-10-02 1:48
65,947,piso,en curso,2021-04-03 2:13
1,553,domicilio,lista,2020-10-30 8:33
12,853,piso,en curso,2021-10-14 12:50
53,714,domicilio,en curso,2019-07-08 4:01
72,498,piso,en curso,2020-01-12 1:56
22,250,piso,lista,2020-10-13 10:54
72,455,piso,en curso,2021-12-17 2:50
71,72,domicilio,lista,2020-01-17 9:24
98,126,piso,en curso,2021-03-17 6:53
12,389,piso,lista,2020-09-18 9:30
72,952,domicilio,lista,2020-06-29 5:06
90,636,piso,en curso,2020-10-17 5:47
88,162,domicilio,en curso,2020-07-31 6:34
59,389,domicilio,en curso,2021-07-25 3:03
83,830,piso,lista,2020-08-11 12:45
49,46,piso,en curso,2020-10-16 7:46
73,380,domicilio,lista,2020-03-29 8:22
25,211,domicilio,lista,2019-11-01 10:51
52,590,domicilio,lista,2019-01-04 7:28
26,104,piso,en curso,2020-11-01 8:10
57,964,piso,en curso,2021-02-19 12:22
68,954,domicilio,lista,2019-06-14 1:43
59,14,domicilio,lista,2021-12-04 4:23
81,645,domicilio,en curso,2019-01-24 10:40
54,621,piso,en curso,2020-03-20 9:31
38,211,piso,en curso,2019-05-14 3:53
2,893,piso,en curso,2019-09-08 8:32
72,67,domicilio,en curso,2021-01-29 11:27
21,475,piso,lista,2020-09-08 12:50
71,893,piso,en curso,2021-11-21 10:48
27,318,piso,en curso,2020-08-04 8:53
4,136,piso,lista,2021-11-19 9:19
96,348,domicilio,en curso,2020-04-20 11:10
80,156,piso,lista,2019-11-21 8:44
78,89,piso,lista,2020-07-30 2:44
59,529,domicilio,lista,2021-02-23 2:01
33,910,piso,lista,2019-11-18 2:52
26,981,piso,lista,2020-10-21 2:17
75,524,domicilio,lista,2020-08-13 2:59
19,977,domicilio,en curso,2021-09-06 9:52
5,675,piso,lista,2021-10-24 2:58
38,669,domicilio,en curso,2021-02-02 4:03
63,208,piso,lista,2020-09-05 8:14
44,737,piso,lista,2020-11-16 12:05
33,805,domicilio,lista,2020-10-26 8:48
12,628,domicilio,en curso,2019-03-11 8:08
54,372,domicilio,lista,2019-03-22 11:23
99,455,domicilio,en curso,2021-08-04 5:29
6,201,domicilio,en curso,2020-07-27 2:33
48,493,piso,en curso,2019-06-01 3:21
26,38,piso,en curso,2021-09-30 6:43
79,394,domicilio,lista,2019-11-15 9:07
35,787,piso,lista,2019-07-19 10:21
27,257,piso,en curso,2020-04-11 12:27
85,212,domicilio,lista,2020-04-20 8:30
37,367,domicilio,en curso,2019-07-15 6:57
76,100,domicilio,lista,2021-07-18 8:18
5,835,piso,lista,2019-05-22 7:16
6,734,piso,en curso,2021-12-02 3:45
30,494,piso,lista,2020-08-13 8:15
7,165,piso,lista,2021-10-14 10:52
25,625,domicilio,en curso,2019-06-29 12:12
66,552,domicilio,en curso,2020-12-30 2:40
50,435,domicilio,en curso,2021-03-30 10:21
70,397,piso,en curso,2020-04-01 7:40
20,450,piso,en curso,2019-03-22 2:05
63,989,domicilio,lista,2021-02-03 8:31
16,156,domicilio,lista,2021-07-09 4:15
89,545,domicilio,lista,2021-08-26 4:25
88,74,domicilio,en curso,2020-10-28 12:03
52,703,domicilio,lista,2019-12-05 9:22
13,800,piso,en curso,2021-12-07 6:21
69,587,piso,en curso,2019-05-06 1:12
18,835,piso,lista,2020-12-26 12:38
25,354,domicilio,lista,2019-01-20 12:39
13,950,domicilio,lista,2021-01-03 9:11
51,634,piso,en curso,2020-03-13 1:34
92,349,domicilio,lista,2019-04-15 1:16
30,443,domicilio,en curso,2020-02-10 8:47
54,803,domicilio,en curso,2021-07-04 6:03
3,351,domicilio,en curso,2021-08-06 6:35
94,273,domicilio,lista,2019-11-10 5:35
36,445,piso,en curso,2019-03-29 8:22
85,513,domicilio,lista,2021-10-07 9:14
33,147,domicilio,en curso,2020-07-05 3:57
57,353,piso,en curso,2021-02-28 2:46
9,124,domicilio,lista,2019-12-11 12:57
83,70,domicilio,lista,2019-03-23 3:45
29,679,domicilio,en curso,2020-03-25 3:35
6,833,domicilio,lista,2020-04-07 9:25
63,23,domicilio,lista,2021-02-23 5:05
52,263,domicilio,lista,2019-09-14 8:25
49,32,domicilio,en curso,2019-08-16 12:34
75,227,domicilio,lista,2019-08-03 12:32
86,910,domicilio,en curso,2021-05-24 5:52
50,74,piso,lista,2021-11-19 4:07
80,433,domicilio,lista,2019-06-22 2:45
56,351,domicilio,lista,2020-03-16 10:02
89,570,piso,en curso,2019-11-28 1:15
92,382,piso,en curso,2021-07-25 2:27
29,30,piso,en curso,2020-11-16 7:16
46,70,piso,en curso,2021-04-09 1:35
74,992,domicilio,en curso,2020-06-17 10:55
94,909,domicilio,en curso,2020-02-03 5:07
21,775,domicilio,en curso,2021-09-16 2:42
85,964,domicilio,en curso,2021-05-31 4:06
22,710,domicilio,lista,2021-12-30 6:52
78,43,piso,en curso,2020-05-22 5:37
42,507,piso,lista,2019-11-06 7:56
17,984,domicilio,lista,2020-08-21 11:04
64,528,piso,en curso,2019-01-29 12:09
96,801,domicilio,en curso,2020-08-21 6:59
17,789,domicilio,lista,2019-10-11 6:03
88,493,domicilio,lista,2020-03-15 10:28
75,326,piso,en curso,2020-03-01 2:02
55,261,piso,lista,2021-02-01 9:54
78,837,piso,lista,2021-09-15 2:24
72,369,piso,en curso,2021-08-20 8:49
99,718,domicilio,en curso,2021-07-18 7:12
36,842,domicilio,lista,2020-10-16 3:53
72,826,piso,en curso,2020-02-22 3:43
100,518,domicilio,en curso,2021-09-18 5:16
72,747,piso,lista,2020-11-25 10:42
52,104,piso,en curso,2021-11-29 4:16
1,363,piso,lista,2019-10-18 11:42
15,612,domicilio,lista,2021-09-11 2:39
62,902,domicilio,en curso,2021-01-22 7:07
76,453,domicilio,en curso,2019-06-10 9:00
30,401,piso,en curso,2019-09-06 6:03
49,816,piso,en curso,2021-08-25 11:59
71,966,domicilio,lista,2019-02-01 10:26
17,744,domicilio,lista,2019-02-21 3:30
37,561,domicilio,lista,2020-07-18 12:54
85,767,piso,lista,2021-07-09 5:48
21,839,domicilio,en curso,2020-12-24 10:58
4,695,piso,en curso,2020-10-07 11:08
12,472,domicilio,en curso,2019-07-04 5:29
49,260,piso,lista,2021-06-30 10:06
54,838,piso,en curso,2021-01-05 6:35
42,956,domicilio,en curso,2021-11-17 3:35
100,460,piso,lista,2019-12-11 11:20
13,146,piso,en curso,2021-11-11 10:40
38,433,piso,en curso,2019-01-23 8:54
56,862,piso,lista,2021-05-15 10:54
17,875,domicilio,lista,2021-04-17 7:53
34,895,domicilio,en curso,2020-05-12 5:59
38,451,piso,lista,2019-10-15 11:35
41,563,domicilio,en curso,2020-07-26 1:29
51,389,domicilio,en curso,2021-05-21 5:25
87,555,piso,en curso,2019-01-16 2:07
57,32,domicilio,lista,2020-11-26 10:40
62,844,piso,lista,2021-05-27 10:59
99,909,piso,lista,2019-05-18 4:25
96,905,domicilio,lista,2021-10-05 1:35
39,794,piso,lista,2020-07-25 8:08
21,88,domicilio,lista,2020-02-03 4:14
78,505,piso,en curso,2021-04-01 8:31
60,185,piso,lista,2021-09-10 4:49
7,571,domicilio,en curso,2019-02-13 7:23
26,228,domicilio,en curso,2021-03-31 2:02
99,544,piso,en curso,2019-05-03 6:06
57,876,domicilio,lista,2019-08-20 12:17
46,169,domicilio,lista,2021-05-08 10:04
36,395,domicilio,lista,2021-06-26 6:15
41,408,piso,lista,2021-06-05 12:03
45,508,piso,en curso,2021-06-14 11:51
28,811,domicilio,en curso,2020-09-30 12:13
22,997,domicilio,lista,2021-05-31 7:30
23,960,piso,lista,2021-09-15 12:58
27,621,domicilio,en curso,2019-11-11 7:17
87,196,piso,lista,2019-05-15 3:00
32,381,piso,en curso,2021-09-17 10:59
8,27,piso,lista,2019-02-28 8:26
68,966,domicilio,lista,2019-10-16 2:22
77,40,domicilio,lista,2021-09-02 10:50
13,264,domicilio,lista,2020-11-09 8:31
88,368,domicilio,en curso,2021-04-06 1:32
3,583,domicilio,lista,2020-05-26 4:15
76,920,domicilio,en curso,2021-03-31 11:54
94,140,piso,en curso,2019-11-12 6:44
86,377,piso,en curso,2020-11-20 3:38
80,47,domicilio,en curso,2021-09-07 3:41
29,855,domicilio,lista,2021-03-21 8:22
91,586,domicilio,en curso,2021-08-18 2:34
69,201,piso,lista,2020-03-10 12:15
44,550,piso,en curso,2019-09-21 6:05
34,827,domicilio,en curso,2019-04-28 12:46
68,495,domicilio,lista,2020-11-05 2:39
74,205,piso,en curso,2020-07-17 7:56
53,684,piso,en curso,2020-05-13 11:12
68,442,domicilio,lista,2019-01-31 12:09
41,630,domicilio,lista,2020-02-09 10:06
92,954,domicilio,en curso,2020-03-27 4:17
96,537,domicilio,en curso,2021-09-28 5:17
33,251,piso,lista,2019-11-27 10:05
52,604,domicilio,en curso,2021-12-14 3:02
11,901,domicilio,en curso,2020-05-13 10:44
23,982,piso,en curso,2019-06-29 4:25
77,211,domicilio,lista,2021-09-06 6:04
98,737,domicilio,en curso,2019-08-21 1:30
94,921,domicilio,en curso,2020-07-25 3:39
3,762,domicilio,en curso,2021-12-05 2:10
95,944,domicilio,en curso,2019-09-11 10:26
92,122,domicilio,en curso,2019-02-16 7:13
3,686,domicilio,en curso,2019-01-30 1:00
54,651,piso,lista,2021-08-14 5:43
7,848,domicilio,en curso,2021-06-01 1:44
26,665,piso,lista,2021-10-25 9:25
59,643,piso,en curso,2019-01-26 3:38
18,419,piso,en curso,2019-06-08 4:28
16,621,domicilio,lista,2020-04-19 6:27
66,569,domicilio,en curso,2021-07-03 1:31
63,669,domicilio,lista,2019-09-22 6:05
100,789,piso,lista,2021-12-04 9:48
98,564,domicilio,en curso,2020-05-28 5:59
83,21,domicilio,en curso,2021-09-17 2:37
10,653,piso,lista,2019-08-28 6:42
21,368,domicilio,en curso,2020-11-12 9:18
17,910,piso,en curso,2019-12-30 5:26
93,175,piso,lista,2020-11-25 2:34
58,923,domicilio,lista,2019-04-15 9:58
31,496,piso,en curso,2019-07-20 1:00
22,9,piso,lista,2019-11-29 3:35
54,3,domicilio,en curso,2020-06-25 8:03
6,904,domicilio,lista,2021-11-21 10:30
86,246,piso,en curso,2021-08-04 3:57
67,818,domicilio,en curso,2019-02-22 8:28
42,576,domicilio,en curso,2020-11-04 6:27
7,893,piso,en curso,2019-08-06 7:05
56,653,piso,lista,2020-02-23 10:14
28,825,domicilio,lista,2019-06-04 9:31
35,274,domicilio,lista,2020-12-20 4:14
26,627,piso,lista,2019-11-29 6:38
50,291,piso,en curso,2021-03-03 5:48
8,717,piso,en curso,2020-04-14 9:15
65,483,piso,en curso,2020-05-16 8:47
8,702,piso,en curso,2021-10-16 6:18
10,884,domicilio,en curso,2019-10-30 2:38
91,209,domicilio,lista,2019-06-02 5:01
74,528,piso,en curso,2021-09-08 5:40
32,720,piso,lista,2021-02-21 4:41
49,323,domicilio,lista,2019-10-17 5:13
7,62,piso,en curso,2020-12-01 1:33
69,146,piso,en curso,2021-04-05 9:15
51,528,piso,lista,2021-10-30 4:35
90,727,domicilio,en curso,2019-03-04 1:06
38,75,piso,lista,2020-12-02 9:08
55,605,domicilio,lista,2021-12-13 5:33
25,369,domicilio,en curso,2019-08-16 7:50
60,100,piso,lista,2020-01-30 9:30
100,870,piso,en curso,2020-03-17 2:20
85,379,piso,lista,2019-04-12 12:02
1,387,piso,lista,2021-11-14 8:18
27,382,domicilio,en curso,2019-08-21 1:01
66,487,piso,lista,2020-12-26 11:16
25,896,domicilio,en curso,2020-12-27 4:52
1,328,domicilio,en curso,2020-12-19 11:12
35,431,piso,en curso,2019-12-11 8:31
81,775,domicilio,lista,2021-04-03 2:17
16,241,domicilio,lista,2020-02-04 6:31
13,80,domicilio,lista,2020-10-17 4:08
33,759,piso,lista,2019-10-24 2:02
81,619,domicilio,en curso,2019-04-04 1:45
62,92,piso,lista,2019-11-08 5:37
17,713,domicilio,en curso,2020-06-07 5:01
89,23,domicilio,en curso,2020-06-07 8:09
85,371,domicilio,en curso,2019-01-28 8:36
20,971,domicilio,lista,2021-11-03 9:07
23,916,domicilio,en curso,2019-03-09 6:44
9,987,piso,lista,2021-09-06 12:49
15,543,piso,lista,2020-08-28 8:34
59,977,domicilio,lista,2020-08-31 1:48
95,389,piso,en curso,2019-10-18 3:38
75,112,piso,en curso,2021-08-13 12:33
38,520,domicilio,en curso,2021-01-26 4:11
4,179,domicilio,lista,2019-08-15 2:22
7,102,domicilio,en curso,2019-01-17 12:05
17,757,piso,en curso,2020-07-19 7:58
80,358,piso,lista,2020-09-14 5:16
53,792,piso,en curso,2021-09-20 3:44
92,58,piso,en curso,2021-01-24 5:33
6,804,domicilio,en curso,2021-06-24 4:01
100,33,piso,lista,2020-09-19 9:20
52,97,domicilio,en curso,2019-11-08 6:30
29,23,piso,lista,2021-06-07 8:47
43,379,domicilio,lista,2021-03-01 4:31
71,541,domicilio,lista,2020-06-25 12:33
89,667,domicilio,lista,2019-12-27 9:13
31,266,piso,lista,2019-12-03 4:26
36,299,domicilio,lista,2019-09-07 1:13
96,890,piso,en curso,2021-11-10 3:12
31,453,piso,en curso,2020-03-22 12:37
77,870,domicilio,lista,2020-04-11 1:33
30,674,piso,lista,2019-09-06 5:36
66,465,piso,lista,2019-06-29 9:31
34,812,domicilio,en curso,2019-03-22 9:22
80,786,domicilio,en curso,2020-04-14 7:37
19,220,piso,en curso,2021-01-10 5:04
76,797,piso,lista,2019-05-01 1:40
94,428,piso,lista,2020-08-19 12:43
83,180,domicilio,lista,2021-06-10 7:13
32,859,piso,lista,2020-09-15 4:31
55,355,piso,en curso,2019-07-26 5:17
74,703,piso,en curso,2019-04-06 11:15
26,756,domicilio,en curso,2019-08-29 5:44
76,949,domicilio,en curso,2021-03-15 8:59
13,50,domicilio,lista,2021-04-18 10:54
93,624,piso,en curso,2021-06-19 3:31
50,291,piso,lista,2019-12-29 5:47
49,620,piso,lista,2019-03-13 4:36
90,868,domicilio,en curso,2019-09-20 4:34
97,151,piso,lista,2021-03-04 7:37
45,576,domicilio,lista,2019-12-29 9:25
58,731,piso,lista,2019-01-27 1:25
70,389,domicilio,en curso,2021-11-20 8:49
99,39,domicilio,lista,2019-04-13 6:21
8,295,piso,en curso,2021-10-09 8:35
68,694,domicilio,en curso,2020-04-18 7:59
49,136,domicilio,en curso,2019-09-07 10:48
71,967,domicilio,en curso,2020-11-16 2:27
16,245,piso,lista,2021-05-06 6:25
67,763,piso,en curso,2019-03-16 12:16
1,663,piso,lista,2020-09-02 1:29
54,413,piso,en curso,2019-04-30 12:44
61,665,piso,lista,2020-03-30 8:43
11,9,piso,lista,2020-05-28 2:24
10,698,domicilio,lista,2020-04-19 6:02
28,152,piso,en curso,2020-09-29 3:26
59,65,domicilio,lista,2020-10-03 4:50
76,374,piso,en curso,2019-10-15 11:57
40,960,domicilio,lista,2020-01-15 2:45
10,309,domicilio,en curso,2021-04-23 9:56
1,832,piso,lista,2020-02-25 8:09
66,163,domicilio,lista,2021-09-04 3:03
45,578,piso,en curso,2019-02-12 8:33
95,21,domicilio,lista,2020-11-21 5:15
37,710,piso,en curso,2021-07-04 1:29
73,848,piso,en curso,2020-07-09 12:09
78,525,piso,lista,2019-08-14 1:41
36,516,domicilio,lista,2019-09-21 2:03
68,458,domicilio,lista,2020-06-10 12:20
71,710,domicilio,en curso,2021-01-31 11:40
4,999,piso,en curso,2021-06-29 3:22
26,331,domicilio,lista,2021-06-03 6:31
3,706,piso,en curso,2020-01-06 4:52
6,340,domicilio,en curso,2021-10-17 7:36
63,477,piso,en curso,2019-04-14 9:46
10,582,domicilio,en curso,2021-05-14 4:51
38,906,piso,lista,2021-09-30 1:40
21,96,piso,lista,2019-02-14 6:02
53,388,domicilio,lista,2021-08-18 12:54
3,849,piso,en curso,2021-05-20 7:46
52,768,piso,lista,2020-09-18 12:24
22,250,piso,en curso,2020-12-11 10:15
90,847,piso,lista,2021-09-26 3:35
88,704,piso,en curso,2019-03-02 2:35
40,717,piso,en curso,2021-02-15 3:09
82,451,piso,lista,2020-05-09 11:24
99,21,domicilio,en curso,2019-02-07 12:16
40,306,piso,lista,2020-04-13 8:57
2,16,domicilio,en curso,2019-11-01 7:50
42,990,domicilio,en curso,2020-05-12 5:04
4,987,piso,lista,2019-05-17 11:13
70,127,domicilio,en curso,2019-07-07 8:50
88,780,piso,en curso,2021-01-16 3:25
59,684,domicilio,en curso,2021-01-25 3:24
62,792,domicilio,lista,2021-12-09 10:21
85,770,piso,lista,2020-07-22 5:16
